TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_IV_A_VL_PL;TAB_IV_B_VL_PL_MEDIO
Classe;55.676.289/0001-55;MIDCARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS RESPONSABILIDADE LIMITADA;2025-02-28;52127401.89;39891380.44
Classe;55.682.228/0001-09;SPECIALE FI EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;395707308.18;377745812.11
Classe;55.685.665/0001-78;IRONWOOD CONSIG MULTI I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;28391878.35;25178592.81
Classe;55.686.549/0001-73;ARC LF FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-02-28;10182057.84;24884234.01
Classe;55.690.923/0001-04;CAPITAL DIRETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2150830.55;2131554.34
Classe;55.691.548/0001-17;LIQ FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - FIAGRO - DIREITOS CREDITÓRIOS;2025-02-28;17767773.16;17597977.82
Classe;55.693.852/0001-01;MÓDENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;55347005.40;42693362.84
Classe;55.694.842/0001-82;NEO 8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;2066350.10;1981105.42
Classe;55.695.976/0001-18;FALCON CONSIGNADO FUNDO DE  INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-02-28;270923334.58;264736322.92
Classe;55.706.529/0001-17;FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2025-02-28;569722574.20;553415308.11
Classe;55.708.679/0001-60;MEUCASHCARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;14179834.13;14201820.12
Classe;55.711.612/0001-84;TARTUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;422487072.82;419445063.76
Classe;55.711.648/0001-68;RIO BRAVO INLIRA STEFANINI CONSÓRCIO FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;67244354.83;66519373.09
Classe;55.720.253/0001-21;ITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE ILIMITADA;2025-02-28;666428881.33;653850610.12
Classe;55.726.318/0001-46;AGRO REAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FIAGRO;2025-02-28;4460553.14;4344467.40
Classe;55.728.426/0001-58;ISAAC CREDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA;2025-02-28;115343820.49;109840343.13
Classe;55.728.962/0001-53;JMP43 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;4788780.46;4788780.46
Classe;55.747.288/0001-54;TOP SETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1582186.06;1610128.52
Classe;55.749.847/0001-65;BR8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;21764069.02;18720431.59
Classe;55.752.712/0001-59;ROMA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;18471499.41;13703855.90
Classe;55.768.038/0001-09;ST 1011 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;51498412.02;52993402.39
Classe;55.768.218/0001-82;SF3 QUATÁ FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-02-28;77515863.47;82850780.51
Classe;55.790.118/0001-52;OPINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;8961736.03;8820967.17
Classe;55.790.739/0001-36;PAZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;62509440.43;75030027.14
Classe;55.791.365/0001-73;GOTHAN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-02-28;107281618.23;106525142.88
Classe;55.798.735/0001-02;GAVIC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;6125547.65;6172158.71
Classe;55.808.689/0001-77;CHIMERA ALTERNATIVE ASSETS IX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADR. DE RESP. LTDA;2025-02-28;13289216.17;13011384.38
Classe;55.819.223/0001-77;INVESTMONEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;2133011.17;2078595.46
Classe;55.823.114/0001-23;MANSELL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;307281769.42;307296143.19
Classe;55.825.226/0001-13;FRAM CAPITAL VIGGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2012821.54;0.00
Classe;55.825.916/0001-72;ORRAM VP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;67621453.75;66766796.53
Classe;55.835.986/0001-01;ORRAM ESTRUTURADO FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;85977589.71;82327170.48
Classe;55.843.467/0001-95;CONSIGNADOS VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;110409154.96;98514886.05
Classe;55.847.499/0001-69;SIZE FÁCIL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;76029936.62;74842846.71
Classe;55.847.813/0001-03;SIZE PROSP FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;18209837.08;23458637.63
Classe;55.852.782/0001-89;ZERAZERO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;1378515.10;1367021.15
Classe;55.859.549/0001-28;FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZETA;2025-02-28;477587403.42;471147844.96
Classe;55.891.858/0001-85;DAYTONA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS  RESPONSABILIDADE LIMITADA;2025-02-28;1199648.98;1236259.01
Classe;55.891.903/0001-00;SP TUNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;194672789.77;166062243.05
Classe;55.898.077/0001-12;TITÂNIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;386939939.22;386955142.75
Classe;55.898.553/0001-03;MORE 051 FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;33077454.74;32674169.74
Classe;55.912.292/0001-20;FUNDO DE INVESTIMENTO EM COTAS DE FI EM DIREITOS  CREDITORIOS SRM EXODUS - RESPONSABILIDADE LIMITADA;2025-02-28;55912179.04;54897570.52
Classe;55.913.770/0001-17;JUNTOS PELO RS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;4107320.07;4071401.66
Classe;55.914.292/0001-60;G5 SPECIAL F SEN CDI II FI EM COTAS DE FUNDOS DE  INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;123813094.57;87990770.07
Classe;55.914.922/0001-04;ORRAM VD FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LTDA;2025-02-28;16508219.98;16508219.98
Classe;55.928.021/0001-63;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BDR KYIV I;2025-02-28;15351948.53;13769956.79
Classe;55.929.907/0001-21;KÖLI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;68122822.32;63216912.89
Classe;55.932.544/0001-83;KIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;26680432.79;22446594.44
Classe;55.935.259/0001-16;OCCAM FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;330866594.20;304539833.79
Classe;55.938.045/0001-01;KASTEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;82506614.10;80773096.64
Classe;55.948.310/0001-24;NR11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA;2025-02-28;31045317.52;26941118.54
Classe;55.965.708/0001-79;ATLANTA I FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;13629376.31;4958109.28
Classe;55.966.815/0001-11;RPA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;26865482.99;26601072.40
Classe;55.983.705/0001-68;CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;146679738.79;0.00
Classe;55.984.759/0001-48;EUCATEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INDUSTRIAIS DE RESPONSABILIDADE ILIMITADA;2025-02-28;52029112.25;51530359.37
Classe;55.993.250/0001-61;K2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;8847631.51;8563650.96
Classe;56.006.031/0001-04;HOME EQUITY MULTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;140703591.19;0.00
Classe;56.006.480/0001-52;RHODES FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS;2025-02-28;18867249.64;17925948.31
Classe;56.021.813/0001-12;RAVENS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;33026377.28;32622516.25
Classe;56.023.806/0001-50;CONQUISTA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;53088716.41;34749815.40
Classe;56.028.964/0001-00;AURÃ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;116918400.16;117020182.83
Classe;56.030.860/0001-22;FAMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2184645.90;2207446.33
Classe;56.034.650/0001-02;M3 FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;2299474.98;0.00
Classe;56.045.805/0001-06;BB CLAIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;3388566955.93;3460665996.06
Classe;56.049.721/0001-40;REAG CONSIG PÚBLICO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;218856108.95;199933576.22
Classe;56.052.655/0001-68;HORTÊNCIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;27117744.08;34176626.83
Classe;56.056.018/0001-60;VETRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;10965792.80;10887600.18
Classe;56.057.697/0001-91;PRAIA INVESTMENTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;18500000.00;18500000.00
Classe;56.069.419/0001-54;CL & AM CAPITAL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2665641.37;3513180.74
Classe;56.071.925/0001-88;ST 1011.A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;193483444.15;194935790.14
Classe;56.072.773/0001-38;GALAPAGOS SEA LION FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS HIGH GRADE INSTITUCIONAL;2025-02-28;114430018.38;99214154.73
Classe;56.073.102/0001-91;FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CVPAR I COTA MEZANINO;2025-02-28;4108787.68;3951394.07
Classe;56.073.212/0001-53;EVEREST TRACKER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;9229880.70;9013741.65
Classe;56.095.121/0001-19;MONACO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2025-02-28;1356964.13;1384406.16
Classe;56.112.240/0001-32;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AUTO GWM - RESPONSABILIDADE LIMITADA;2025-02-28;51715396.27;46666834.79
Classe;56.112.269/0001-14;BTG PACTUAL CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;23540401.82;23276715.62
Classe;56.112.404/0001-21;CREDIT SAISON FI EM COTAS DE FUNDOS DE INVEST EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;35475140.03;35046488.79
Classe;56.125.110/0001-34;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NXCO - RESPONSABILIDADE LIMITADA;2025-02-28;13052534.65;12980086.16
Classe;56.125.191/0001-72;IMOB RS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;36815161.40;36364877.27
Classe;56.135.992/0001-19;LF II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00
Classe;56.147.999/0001-50;PRIORITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;18749994.02;16750129.64
Classe;56.154.338/0001-52;KUARÁ ORIZ LSN I FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NP RESP LIMITADA;2025-02-28;37681425.34;35569147.33
Classe;56.160.521/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BRASIL FGTS;2025-02-28;2703967.17;2132216.40
Classe;56.174.739/0001-74;ST 1011.B FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;50869709.71;52317764.81
Classe;56.190.298/0001-02;PJBANK PAGAMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;76577253.21;75844177.41
Classe;56.197.290/0001-60;SMT AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA;2025-02-28;46344374.51;45456122.19
Classe;56.213.199/0001-90;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS UNIBLUE INVESTCOOP;2025-02-28;6632867.07;6595549.61
Classe;56.240.777/0001-88;EXAG FIAGRO DIREITOS CREDITÓRIOS - FIAGRO-FIDC - RESPONSABILIDADE LIMITADA;2025-02-28;26043182.08;26026944.16
Classe;56.264.671/0001-14;ORIZ ALBRIGHT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;31871061.17;32605906.70
Classe;56.266.633/0001-09;ST 1013 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;28836318.76;28885255.64
Classe;56.267.236/0001-43;CHAMONIX HIGH YIELD FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA;2025-02-28;31388138.64;28706301.63
Classe;56.284.148/0001-50;CSE BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;6012067.68;4744085.55
Classe;56.285.762/0001-36;051 CRÉDITO 90 FI EM COTAS DE FUNDOS DE INVEST EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;159792570.54;164565221.45
Classe;56.320.097/0001-74;VERAXS EAGLE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;1311850.64;903099.42
Classe;56.322.644/0001-50;REVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;6243771.46;6035077.23
Classe;56.348.388/0001-70;JUSTOO CRÉDITO JUDICIAL PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2238285.77;1837412.82
Classe;56.415.135/0001-72;ITAÚ CRÉDITO ESTRUTURADO DOLOMITAS I FIDC - RESPONSABILIDADE LIMITADA;2025-02-28;153701803.32;127240112.17
Classe;56.425.776/0001-08;JIVE BOSSANOVA HIGH  YIELD PFN II - FIC DE FIDC RESPONSABILIDADE LIMITADA;2025-02-28;73185284.51;62472619.08
Classe;56.431.951/0001-70;BRADESCO MID YIELD FIC DE FIDC - RESPONSABILIDADE LIMITADA;2025-02-28;154624408.27;137292935.56
Classe;56.544.469/0001-46;CREDIT RESTRUCTURING II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;282614232.91;282978633.43
Classe;56.660.547/0001-78;JC7 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;50081828.54;44621909.54
Classe;56.661.282/0001-22;VENTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;14345293.71;14336553.17
Classe;56.661.864/0001-09;CAPIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;21613706.23;19110955.40
Classe;56.703.001/0001-57;CRÉDITO AZUL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;290384413.13;284159263.17
Classe;56.730.030/0001-08;MASTER LEPTA NP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;33129671.86;29075919.11
Classe;56.745.579/0001-76;CBSB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;101735603.56;89427844.84
Classe;56.745.955/0001-22;SYNERGIE HRV FIDC DE RESPONSABILIDADE LIMITADA DOS SEGMENTOS COMERCIAL, FINANCEIRO E INDUSTRIAL;2025-02-28;110236502.95;109049779.66
Classe;56.746.022/0001-50;BJ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;7111540.87;5083461.93
Classe;56.769.153/0001-52;NOVA PROSPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;10655845.75;10503003.05
Classe;56.780.135/0001-71;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL IV;2025-02-28;162981940.84;161158278.99
Classe;56.780.221/0001-84;CLASSE ÚNICA DE COTAS DO ST 1014 FIDC RESPONSABILIDADE LIMITADA;2025-02-28;60051185.56;60129095.98
Classe;56.780.297/0001-00;ST 1015.A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;111579802.36;111421162.80
Classe;56.797.968/0001-45;PJUS ABETO FIDC DE PRECATÓRIOS FEDERAIS DE RESPONSABILIDADE LIMITADA;2025-02-28;28587189.65;27544820.45
Classe;56.805.661/0001-49;PJUS COBALTO FIDC DE PRECATÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;143795489.23;112130895.57
Classe;56.806.049/0001-90;KINEA AGRO INCOME FIAGRO-DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;70327565.05;72115849.63
Classe;56.806.240/0001-32;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EXT WARREN I DE RESPONSABILIDADE LIMITADA;2025-02-28;21550718.75;21519414.70
Classe;56.822.910/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO II RESPONSABILIDADE LIMITADA;2025-02-28;25546114.97;18682724.32
Classe;56.823.795/0001-92;RHB CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;7161380.10;4776614.29
Classe;56.834.392/0001-49;RAT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;44519815.84;49209731.31
Classe;56.883.223/0001-07;LEX CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;5500709.29;5640147.39
Classe;56.886.293/0001-00;ATHENAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;6779644.29;6718216.45
Classe;56.908.218/0001-01;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FAST FASHION SUPPLY CHAIN;2025-02-28;-27867.14;7766186.96
Classe;56.912.548/0001-62;W INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2510960.86;1747097.98
Classe;56.924.025/0001-36;ASA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS 90 II RESP LIM;2025-02-28;38042528.56;74894240.02
Classe;56.924.942/0001-10;ASA LP II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIM;2025-02-28;288979400.28;288979400.28
Classe;56.936.116/0001-91;FATOR TARKEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;68869355.26;43959247.74
Classe;56.938.161/0001-85;PODIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;43042335.56;35426920.15
Classe;56.944.509/0001-47;LC JUD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;8104118.59;6613619.91
Classe;56.945.961/0001-23;VANTAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;301845583.66;301859957.43
Classe;56.963.951/0001-10;AGRO DEFENDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;70077147.55;65882994.48
Classe;56.964.123/0001-05;CAVORETTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;29764148.87;28522164.71
Classe;56.971.420/0001-70;ATIVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA ABERTA DE RESP LIMITADA;2025-02-28;39793228.02;37164408.14
Classe;56.972.378/0001-01;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PFN MT III RESPONSABILIDADE LIMITADA;2025-02-28;139175543.92;114528353.86
Classe;56.972.917/0001-02;VIP FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;103667767.20;91160995.69
Classe;56.973.069/0001-56;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA ABERTO UR;2025-02-28;5010327.74;5010327.74
Classe;56.973.257/0001-84;DOMUS OCTANTE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;42513845.73;30836985.20
Classe;56.973.948/0001-88;TORONTO FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA;2025-02-28;54723890.76;27443276.79
Classe;56.975.898/0001-78;ESQUADRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;532437.95;237871.84
Classe;56.977.387/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MP PRECATÓRIOS FEDERAIS - RESPONSABILIDADE LIMITADA;2025-02-28;20215541.11;17536661.87
Classe;56.984.405/0001-66;STARKE 90 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;6205440.46;5842847.34
Classe;56.986.018/0001-69;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS KANAL;2025-02-28;26014481.66;25623657.57
Classe;56.992.610/0001-73;VINCI CRÉDITO PORTFÓLIO CDI+ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;139005075.73;137790252.93
Classe;56.993.592/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MAR AZUL - RESPONSABILIDADE LIMITADA;2025-02-28;29200465.00;0.00
Classe;57.008.828/0001-03;KUARÁ GS2 IGSC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;836294.07;916665.82
Classe;57.017.012/0001-46;MABC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;5998094.89;6327317.11
Classe;57.025.352/0001-19;M7 CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-RESP LIM;2025-02-28;2085214.81;2085214.81
Classe;57.028.406/0001-08;IS GREEN SOLFÁCIL VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;289614920.00;195177399.24
Classe;57.037.064/0001-84;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NMPA - RESPONSABILIDADE LIMITADA;2025-02-28;13373120.74;13249240.00
Classe;57.041.943/0001-80;CREDICAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;14490325.22;12499506.71
Classe;57.053.395/0001-08;AGROCANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;76269269.48;76256810.51
Classe;57.074.057/0001-52;MOVE BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO;2025-02-28;20454379.66;20322594.45
Classe;57.074.997/0001-41;QUATRO ILHAS BANKING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;37861457.53;31036932.20
Classe;57.075.945/0001-90;SPILIA INSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;18872617.68;15084526.72
